id,name,long_name,seshat_region_name,start_year,end_year,seshat_region_id,seshat_subregions_list,seshat_mac_region,tr_year_from,tr_polity_territory_from,tr_year_to,tr_polity_territory_to,pop_year_from,pop_polity_population_from,pop_year_to,pop_polity_population_to,stl_year_from,stl_settlement_hierarchy_from,stl_year_to,stl_settlement_hierarchy_to,adm_year_from,adm_administrative_level_from,adm_year_to,adm_administrative_level_to,rlg_religious_level_from,rlg_religious_level_to,milt_year_from,milt_military_level_from,milt_year_to,milt_military_level_to,bur_year_from,bur_year_to,bur_full_time_bureaucrat,mrt_merit_promotion,bldg_specialized_government_building,irrig_irrigation_system,wtr_drinking_water_supply_system,mrkt_market,food_food_storage_site,road_road,dur_polity_year_from,dur_polity_year_to,peak_peak_year_from,peak_peak_year_to,cntr_degree_of_centralization
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3500.0,10000.0,-3401.0,25000.0,-3500.0,4.0,-3101.0,4.0,-3600.0,3.0,-3600.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3500.0,10000.0,-3401.0,25000.0,-3500.0,4.0,-3101.0,4.0,-3500.0,3.0,-3500.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3500.0,10000.0,-3401.0,25000.0,-3500.0,4.0,-3101.0,4.0,-3400.0,4.0,-3400.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3500.0,10000.0,-3401.0,25000.0,-3500.0,4.0,-3101.0,4.0,-3300.0,4.0,-3300.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3500.0,10000.0,-3401.0,25000.0,-3500.0,4.0,-3101.0,4.0,-3200.0,4.0,-3200.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3500.0,10000.0,-3401.0,25000.0,-3500.0,4.0,-3101.0,4.0,-3100.0,4.0,-3100.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3400.0,21000.0,-3201.0,25000.0,-3800.0,3.0,-3501.0,3.0,-3700.0,3.0,-3700.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3400.0,21000.0,-3201.0,25000.0,-3800.0,3.0,-3501.0,3.0,-3600.0,3.0,-3600.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3400.0,21000.0,-3201.0,25000.0,-3800.0,3.0,-3501.0,3.0,-3500.0,3.0,-3500.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3400.0,21000.0,-3201.0,25000.0,-3800.0,3.0,-3501.0,3.0,-3400.0,4.0,-3400.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3400.0,21000.0,-3201.0,25000.0,-3800.0,3.0,-3501.0,3.0,-3300.0,4.0,-3300.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3400.0,21000.0,-3201.0,25000.0,-3800.0,3.0,-3501.0,3.0,-3200.0,4.0,-3200.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3400.0,21000.0,-3201.0,25000.0,-3800.0,3.0,-3501.0,3.0,-3100.0,4.0,-3100.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3400.0,21000.0,-3201.0,25000.0,-3500.0,4.0,-3101.0,4.0,-3700.0,3.0,-3700.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3400.0,21000.0,-3201.0,25000.0,-3500.0,4.0,-3101.0,4.0,-3600.0,3.0,-3600.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3400.0,21000.0,-3201.0,25000.0,-3500.0,4.0,-3101.0,4.0,-3500.0,3.0,-3500.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3400.0,21000.0,-3201.0,25000.0,-3500.0,4.0,-3101.0,4.0,-3400.0,4.0,-3400.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3400.0,21000.0,-3201.0,25000.0,-3500.0,4.0,-3101.0,4.0,-3300.0,4.0,-3300.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3400.0,21000.0,-3201.0,25000.0,-3500.0,4.0,-3101.0,4.0,-3200.0,4.0,-3200.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3400.0,21000.0,-3201.0,25000.0,-3500.0,4.0,-3101.0,4.0,-3100.0,4.0,-3100.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3200.0,6900.0,-3101.0,6900.0,-3800.0,3.0,-3501.0,3.0,-3700.0,3.0,-3700.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3200.0,6900.0,-3101.0,6900.0,-3800.0,3.0,-3501.0,3.0,-3600.0,3.0,-3600.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3200.0,6900.0,-3101.0,6900.0,-3800.0,3.0,-3501.0,3.0,-3500.0,3.0,-3500.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3200.0,6900.0,-3101.0,6900.0,-3800.0,3.0,-3501.0,3.0,-3400.0,4.0,-3400.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3200.0,6900.0,-3101.0,6900.0,-3800.0,3.0,-3501.0,3.0,-3300.0,4.0,-3300.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3200.0,6900.0,-3101.0,6900.0,-3800.0,3.0,-3501.0,3.0,-3200.0,4.0,-3200.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3200.0,6900.0,-3101.0,6900.0,-3800.0,3.0,-3501.0,3.0,-3100.0,4.0,-3100.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3200.0,6900.0,-3101.0,6900.0,-3500.0,4.0,-3101.0,4.0,-3700.0,3.0,-3700.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3200.0,6900.0,-3101.0,6900.0,-3500.0,4.0,-3101.0,4.0,-3600.0,3.0,-3600.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3200.0,6900.0,-3101.0,6900.0,-3500.0,4.0,-3101.0,4.0,-3500.0,3.0,-3500.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3200.0,6900.0,-3101.0,6900.0,-3500.0,4.0,-3101.0,4.0,-3400.0,4.0,-3400.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3200.0,6900.0,-3101.0,6900.0,-3500.0,4.0,-3101.0,4.0,-3300.0,4.0,-3300.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3200.0,6900.0,-3101.0,6900.0,-3500.0,4.0,-3101.0,4.0,-3200.0,4.0,-3200.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3200.0,6900.0,-3101.0,6900.0,-3500.0,4.0,-3101.0,4.0,-3100.0,4.0,-3100.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3100.0,6900.0,-3100.0,6900.0,-3800.0,3.0,-3501.0,3.0,-3700.0,3.0,-3700.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3100.0,6900.0,-3100.0,6900.0,-3800.0,3.0,-3501.0,3.0,-3600.0,3.0,-3600.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3100.0,6900.0,-3100.0,6900.0,-3800.0,3.0,-3501.0,3.0,-3500.0,3.0,-3500.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3100.0,6900.0,-3100.0,6900.0,-3800.0,3.0,-3501.0,3.0,-3400.0,4.0,-3400.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3100.0,6900.0,-3100.0,6900.0,-3800.0,3.0,-3501.0,3.0,-3300.0,4.0,-3300.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3100.0,6900.0,-3100.0,6900.0,-3800.0,3.0,-3501.0,3.0,-3200.0,4.0,-3200.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3100.0,6900.0,-3100.0,6900.0,-3800.0,3.0,-3501.0,3.0,-3100.0,4.0,-3100.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3100.0,6900.0,-3100.0,6900.0,-3500.0,4.0,-3101.0,4.0,-3700.0,3.0,-3700.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3100.0,6900.0,-3100.0,6900.0,-3500.0,4.0,-3101.0,4.0,-3600.0,3.0,-3600.0,3.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3100.0,6900.0,-3100.0,6900.0,-3500.0,4.0,-3101.0,4.0,-3500.0,3.0,-3500.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3100.0,6900.0,-3100.0,6900.0,-3500.0,4.0,-3101.0,4.0,-3400.0,4.0,-3400.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3100.0,6900.0,-3100.0,6900.0,-3500.0,4.0,-3101.0,4.0,-3300.0,4.0,-3300.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3100.0,6900.0,-3100.0,6900.0,-3500.0,4.0,-3101.0,4.0,-3200.0,4.0,-3200.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
493.0,ir_susa_2,Susa II,Iran,-3800.0,-3100.0,45.0,Iran,11.0,,,,,-3100.0,6900.0,-3100.0,6900.0,-3500.0,4.0,-3101.0,4.0,-3100.0,4.0,-3100.0,4.0,2.0,3.0,,2.0,,3.0,,,present,,unknown,present,unknown,unknown,present,present,-3800.0,-3100.0,,,unitary state
494.0,ir_susa_3,Susa III,Iran,-3100.0,-2675.0,45.0,Iran,11.0,,,,,,,,,,2.0,,3.0,,4.0,,4.0,2.0,3.0,,2.0,,3.0,,,present,,present,present,unknown,unknown,unknown,present,-3100.0,-2675.0,,,unitary state
494.0,ir_susa_3,Susa III,Iran,-3100.0,-2675.0,45.0,Iran,11.0,,,,,,,,,,2.0,,3.0,,4.0,,4.0,2.0,3.0,,2.0,,3.0,,,present,,present,present,unknown,unknown,unknown,present,-3100.0,-2675.0,,,confederated state
488.0,ir_susiana_a,Susiana A,Iran,-6000.0,-5700.0,45.0,Iran,11.0,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,absent,absent,absent,present,,,present,,-6000.0,-5700.0,,,
488.0,ir_susiana_a,Susiana A,Iran,-6000.0,-5700.0,45.0,Iran,11.0,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,absent,absent,absent,absent,,,present,,-6000.0,-5700.0,,,
487.0,ir_susiana_archaic,Susiana - Muhammad Jaffar,Iran,-7000.0,-6000.0,45.0,Iran,11.0,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,absent,absent,,absent,,absent,present,absent,-7000.0,-6000.0,,,quasi-polity
489.0,ir_susiana_b,Susiana B,Iran,-5700.0,-5100.0,45.0,Iran,11.0,,,,,,,,,,1.0,,2.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,absent,absent,absent,present,,,present,absent,-5700.0,-5100.0,,,quasi-polity
486.0,ir_susiana_formative,Formative Period,Iran,-7200.0,-7000.0,45.0,Iran,11.0,,,,,,,,,,1.0,,1.0,,1.0,,1.0,0.0,0.0,,,,,,,absent,absent,absent,absent,unknown,unknown,present,absent,-7200.0,-7000.0,,,
485.0,ir_susiana_pre_ceramic,Pre-Ceramic Period,Iran,-7800.0,-7200.0,45.0,Iran,11.0,,,,,,,,,,1.0,,1.0,,1.0,,1.0,0.0,0.0,,1.0,,1.0,,,absent,,absent,absent,absent,unknown,present,absent,-7800.0,-7200.0,,,quasi-polity
490.0,ir_susiana_ubaid_1,Susiana - Early Ubaid,Iran,-5100.0,-4700.0,45.0,Iran,11.0,,,,,,,,,,2.0,,2.0,,1.0,,2.0,1.0,1.0,,1.0,,1.0,,,absent,absent,absent,present,,,present,absent,-5100.0,-4700.0,,,quasi-polity
491.0,ir_susiana_ubaid_2,Susiana - Late Ubaid,Iran,-4700.0,-4300.0,45.0,Iran,11.0,,,,,,,,,,2.0,,2.0,,1.0,,2.0,,,,,,,,,absent,absent,absent,present,,,present,absent,-4700.0,-4300.0,,,quasi-polity
356.0,jo_ghassanid_k,Ghassanid Kingdom,Levant,500.0,636.0,61.0,"Israel/Palestine, Jordan, Lebanon, Syria",11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348.0,jo_nabataean_k,Nabataean Kingdom,Levant,-312.0,106.0,61.0,"Israel/Palestine, Jordan, Lebanon, Syria",11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.0,lb_phoenician_emp,Phoenician Empire,Levant,-1200.0,-332.0,61.0,"Israel/Palestine, Jordan, Lebanon, Syria",11.0,,,,,,10000.0,,60000.0,,5.0,,7.0,,,,,5.0,6.0,,4.0,,8.0,,,unknown,unknown,unknown,present,present,present,present,present,-1200.0,-332.0,-570.0,-570.0,quasi-polity
357.0,om_azd,Omani Azd Tribe,Arabia,632.0,702.0,44.0,Arabian Peninsula,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711.0,om_busaidi_imamate_1,Imamate of Oman and Muscat,Arabia,1749.0,1895.0,44.0,Arabian Peninsula,11.0,,,,,,,,,,,,,,3.0,,5.0,2.0,2.0,,,,,,,,,,,,,,present,,,,,
366.0,om_nabhani_imamate,Oman Imamate,Arabia,1160.0,1660.0,44.0,Arabian Peninsula,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756.0,om_yaruba_imamate,Oman Imamate Yaruba Period,Arabia,1160.0,1660.0,44.0,Arabian Peninsula,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0,sa_rashidun_dyn,Yemen Hijaz,Arabia,632.0,661.0,44.0,Arabian Peninsula,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343.0,sy_mitanni_k,Mitanni Kingdom,Levant,-1475.0,-1275.0,61.0,"Israel/Palestine, Jordan, Lebanon, Syria",11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131.0,sy_umayyad_cal,Umayyad Caliphate,Levant,661.0,750.0,61.0,"Israel/Palestine, Jordan, Lebanon, Syria",11.0,700.0,9000000.0,700.0,9000000.0,700.0,23000000.0,700.0,33000000.0,,6.0,,6.0,,5.0,,6.0,2.0,2.0,661.0,3.0,705.0,3.0,661.0,685.0,absent,present,present,present,present,present,present,present,661.0,750.0,724.0,724.0,unitary state
131.0,sy_umayyad_cal,Umayyad Caliphate,Levant,661.0,750.0,61.0,"Israel/Palestine, Jordan, Lebanon, Syria",11.0,700.0,9000000.0,700.0,9000000.0,700.0,23000000.0,700.0,33000000.0,,6.0,,6.0,,5.0,,6.0,2.0,2.0,661.0,3.0,705.0,3.0,685.0,750.0,present,present,present,present,present,present,present,present,661.0,750.0,724.0,724.0,unitary state
131.0,sy_umayyad_cal,Umayyad Caliphate,Levant,661.0,750.0,61.0,"Israel/Palestine, Jordan, Lebanon, Syria",11.0,700.0,9000000.0,700.0,9000000.0,700.0,23000000.0,700.0,33000000.0,,6.0,,6.0,,5.0,,6.0,2.0,2.0,705.0,5.0,750.0,5.0,661.0,685.0,absent,present,present,present,present,present,present,present,661.0,750.0,724.0,724.0,unitary state
131.0,sy_umayyad_cal,Umayyad Caliphate,Levant,661.0,750.0,61.0,"Israel/Palestine, Jordan, Lebanon, Syria",11.0,700.0,9000000.0,700.0,9000000.0,700.0,23000000.0,700.0,33000000.0,,6.0,,6.0,,5.0,,6.0,2.0,2.0,705.0,5.0,750.0,5.0,685.0,750.0,present,present,present,present,present,present,present,present,661.0,750.0,724.0,724.0,unitary state
73.0,tr_byzantine_emp_1,Byzantine Empire I,Anatolia-Caucasus,632.0,866.0,43.0,"Turkey, Armenia, Georgia, Azerbaijan",11.0,632.0,1500000.0,632.0,2000000.0,632.0,11000000.0,632.0,11000000.0,,6.0,,6.0,,8.0,,8.0,7.0,7.0,,8.0,,8.0,,,present,present,present,present,present,present,present,present,632.0,866.0,741.0,775.0,unitary state
73.0,tr_byzantine_emp_1,Byzantine Empire I,Anatolia-Caucasus,632.0,866.0,43.0,"Turkey, Armenia, Georgia, Azerbaijan",11.0,632.0,1500000.0,632.0,2000000.0,700.0,4500000.0,700.0,7000000.0,,6.0,,6.0,,8.0,,8.0,7.0,7.0,,8.0,,8.0,,,present,present,present,present,present,present,present,present,632.0,866.0,741.0,775.0,unitary state
73.0,tr_byzantine_emp_1,Byzantine Empire I,Anatolia-Caucasus,632.0,866.0,43.0,"Turkey, Armenia, Georgia, Azerbaijan",11.0,632.0,1500000.0,632.0,2000000.0,800.0,5000000.0,800.0,8000000.0,,6.0,,6.0,,8.0,,8.0,7.0,7.0,,8.0,,8.0,,,present,present,present,present,present,present,present,present,632.0,866.0,741.0,775.0,unitary state
73.0,tr_byzantine_emp_1,Byzantine Empire I,Anatolia-Caucasus,632.0,866.0,43.0,"Turkey, Armenia, Georgia, Azerbaijan",11.0,700.0,470000.0,700.0,700000.0,632.0,11000000.0,632.0,11000000.0,,6.0,,6.0,,8.0,,8.0,7.0,7.0,,8.0,,8.0,,,present,present,present,present,present,present,present,present,632.0,866.0,741.0,775.0,unitary state
73.0,tr_byzantine_emp_1,Byzantine Empire I,Anatolia-Caucasus,632.0,866.0,43.0,"Turkey, Armenia, Georgia, Azerbaijan",11.0,700.0,470000.0,700.0,700000.0,700.0,4500000.0,700.0,7000000.0,,6.0,,6.0,,8.0,,8.0,7.0,7.0,,8.0,,8.0,,,present,present,present,present,present,present,present,present,632.0,866.0,741.0,775.0,unitary state
73.0,tr_byzantine_emp_1,Byzantine Empire I,Anatolia-Caucasus,632.0,866.0,43.0,"Turkey, Armenia, Georgia, Azerbaijan",11.0,700.0,470000.0,700.0,700000.0,800.0,5000000.0,800.0,8000000.0,,6.0,,6.0,,8.0,,8.0,7.0,7.0,,8.0,,8.0,,,present,present,present,present,present,present,present,present,632.0,866.0,741.0,775.0,unitary state
73.0,tr_byzantine_emp_1,Byzantine Empire I,Anatolia-Caucasus,632.0,866.0,43.0,"Turkey, Armenia, Georgia, Azerbaijan",11.0,800.0,520000.0,800.0,650000.0,632.0,11000000.0,632.0,11000000.0,,6.0,,6.0,,8.0,,8.0,7.0,7.0,,8.0,,8.0,,,present,present,present,present,present,present,present,present,632.0,866.0,741.0,775.0,unitary state
73.0,tr_byzantine_emp_1,Byzantine Empire I,Anatolia-Caucasus,632.0,866.0,43.0,"Turkey, Armenia, Georgia, Azerbaijan",11.0,800.0,520000.0,800.0,650000.0,700.0,4500000.0,700.0,7000000.0,,6.0,,6.0,,8.0,,8.0,7.0,7.0,,8.0,,8.0,,,present,present,present,present,present,present,present,present,632.0,866.0,741.0,775.0,unitary state
73.0,tr_byzantine_emp_1,Byzantine Empire I,Anatolia-Caucasus,632.0,866.0,43.0,"Turkey, Armenia, Georgia, Azerbaijan",11.0,800.0,520000.0,800.0,650000.0,800.0,5000000.0,800.0,8000000.0,,6.0,,6.0,,8.0,,8.0,7.0,7.0,,8.0,,8.0,,,present,present,present,present,present,present,present,present,632.0,866.0,741.0,775.0,unitary state
75.0,tr_byzantine_emp_2,Byzantine Empire II,Anatolia-Caucasus,867.0,1072.0,43.0,"Turkey, Armenia, Georgia, Azerbaijan",11.0,867.0,520000.0,867.0,520000.0,900.0,7500000.0,900.0,8500000.0,,6.0,,6.0,,8.0,,8.0,7.0,7.0,,8.0,,9.0,,,present,present,present,present,present,present,present,present,867.0,1072.0,1025.0,1025.0,unitary state
75.0,tr_byzantine_emp_2,Byzantine Empire II,Anatolia-Caucasus,867.0,1072.0,43.0,"Turkey, Armenia, Georgia, Azerbaijan",11.0,867.0,520000.0,867.0,520000.0,1000.0,10000000.0,1000.0,14000000.0,,6.0,,6.0,,8.0,,8.0,7.0,7.0,,8.0,,9.0,,,present,present,present,present,present,present,present,present,867.0,1072.0,1025.0,1025.0,unitary state
